Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,15814184,270500,38075487,41.21,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,12964056,1819000,7485233,30.85,44.15,,◎ 대장주(#2)
402340,SK스퀘어,복합기업,1448903,1098000,1042701,16.52,37.82,,◎ 대장주(#3)
005935,삼성전자우,반도체와반도체장비,1439454,179400,4981609,27.33,,,○ 우량주(#4)
005380,현대차,자동차,1433304,700000,4332789,19.81,8.41,,○ 우량주(#5)
009150,삼성전기,전자장비와기기,754406,1010000,1329154,111.0,7.7,,○ 우량주(#6)
034020,두산에너빌리티,기계,709742,110800,5217764,839.39,1.11,,○ 우량주(#7)
329180,HD현대중공업,조선,671752,640000,600876,40.76,18.82,,△ 중대형(#8)
207940,삼성바이오로직스,제약,656869,1419000,82235,53.4,19.44,,△ 중대형(#9)
000270,기아,자동차,655894,168000,2839184,8.79,12.92,,△ 중대형(#10)
