Code,종목명,섹터,시총_억,종가,거래량,PER,ROE,DIV,평가
005930,삼성전자,반도체와반도체장비,15375713,263000,40086496,21.26,10.85,,◎ 대장주(#1)
000660,SK하이닉스,반도체와반도체장비,13633996,1913000,10447011,18.48,44.15,,◎ 대장주(#2)
402340,SK스퀘어,반도체와반도체장비,1570305,1190000,1092247,10.11,37.82,,◎ 대장주(#3)
005935,삼성전자우,반도체와반도체장비,1461920,182200,6188086,14.73,,,○ 우량주(#4)
009150,삼성전기,전자장비와기기,941141,1260000,1471004,119.01,7.7,,○ 우량주(#5)
005380,현대차,자동차,869197,424500,1300166,13.09,8.41,,○ 우량주(#6)
105560,KB금융,은행,638438,180000,2315220,11.38,9.98,,○ 우량주(#7)
032830,삼성생명,생명보험,634000,317000,581945,22.08,4.96,,△ 중대형(#8)
207940,삼성바이오로직스,제약,633260,1368000,65068,44.45,19.44,,△ 중대형(#9)
028260,삼성물산,복합기업,574073,354000,749944,23.74,6.02,,△ 중대형(#10)
